"location_name_clean","r3latitude","r3longitude","state","change_year","geom","change_type"
"MARY FORD ELEMENTARY SCHOOL","32.848","-79.978","SC","2012","0101000020E610000089DEF30D96FE53C0AAD5FC9D926C4040",NULL
"MARY SENN HAMER BUILDING","34.640","-79.592","SC","2012","0101000020E61000001C12ADCBDFE553C01F80796DDB514140",NULL
"MASON PREPARATORY SCHOOL","32.779","-79.947","SC","2012","0101000020E61000001E03684AA1FC53C013D1F93ABA634040",NULL
"MASONIC CENTER","32.818","-79.996","SC","2012","0101000020E6100000C7968A32C0FF53C0305D2D1CAD684040",NULL
"MASONIC HALL","33.789","-82.220","SC","2012","0101000020E61000005B0AA3B4128E54C066FFF27FFDE44040",NULL
"MASONIC LODGE","34.702","-81.628","SC","2012","0101000020E610000071BFE8972D6854C0364305E2D0594140",NULL
"MATHEWS ELEMENTARY SCHOOL","34.183","-82.139","SC","2012","0101000020E610000070B77FC0DE8854C0E42B26DB65174140",NULL
"MATILDA DUNSTON ELEMENTARY SCHOOL","32.899","-80.009","SC","2012","0101000020E61000005E2228C8990054C06C2D82B520734040",NULL
"MAULDIN FIRST BAPTIST CHURCH","34.776","-82.310","SC","2012","0101000020E61000002FF65E7CD19354C01044712255634140",NULL
"MAULDIN MIDDLE SCHOOL","34.804","-82.275","SC","2012","0101000020E6100000ABA5CA419A9154C01A1DEB3DF0664140",NULL
"MAULDIN MILLER FIRE STATION #1","34.803","-82.294","SC","2012","0101000020E6100000526749DBD39254C05AA0DD21C5664140",NULL
"MAULDIN SENIOR CENTER","34.791","-82.288","SC","2012","0101000020E6100000124E6617679254C033DA4F6B3F654140",NULL
"MAULDIN UNITED METHODIST CHURCH","34.778","-82.305","SC","2012","0101000020E6100000FFBA89108D9354C0F08403C69F634140",NULL
"MAYBINTON FIRE STATION","34.456","-81.474","SC","2012","0101000020E610000083A10E2B5C5E54C084F5DAC7653A4140",NULL
"MAYESVILLE FIRE STATION","33.986","-80.209","SC","2012","0101000020E61000006CCA15DE650D54C0C4CB780030FE4040",NULL
"MAYEWOOD MIDDLE SCHOOL","33.893","-80.198","SC","2012","0101000020E610000050B3F62DA90C54C0B76BF8CC48F24040",NULL
"MAYO ELEMENTARY SCHOOL","35.086","-81.853","SC","2012","0101000020E6100000F9BB77D4987654C0323A2009FB8A4140",NULL
"MAYO HIGH SCHOOL GYM","34.292","-79.870","SC","2012","0101000020E6100000AF06280DB5F753C0D989DC1D63254140",NULL
"MB CHURCH OF CHRIST","33.729","-78.870","SC","2012","0101000020E6100000698B6B7CA6B753C0611CB7F358DD4040",NULL
"MB FIRE STATION #3","33.673","-78.911","SC","2012","0101000020E6100000495E42AA4DBA53C0CB969B5E18D64040",NULL
"MB FIRE STATION #5","33.755","-78.822","SC","2012","0101000020E6100000091BF9179CB453C0E828ACF996E04040",NULL
"MB INTERMEDIATE SCHOOL","33.715","-78.863","SC","2012","0101000020E61000006C95607138B753C05B40683D7CDB4040",NULL
"MCALLISTER MILL ROAD FIRE STATION","33.911","-79.813","SC","2012","0101000020E610000068565B5606F453C0320D79BAA9F44040",NULL
"MCBEE HIGH SCHOOL","34.467","-80.252","SC","2012","0101000020E6100000C3ABF6FA241054C025EC3603B73B4140",NULL
"MCCALL BROTHERS DIVING","34.816","-82.905","SC","2012","0101000020E6100000493F2B7AF1B954C0D23142D36D684140",NULL
"MCCANTS MIDDLE SCHOOL","34.530","-82.632","SC","2012","0101000020E6100000E5B0A0D56EA854C0B8F64F81DD434140",NULL
"MCCARTER PRESBYTERIAN CHURCH","34.868","-82.355","SC","2012","0101000020E6100000B1EA6289BD9654C0303DAB16226F4140",NULL
"MCCONNELLS TOWN HALL/FIRE DEPARTMENT","34.869","-81.227","SC","2012","0101000020E61000007E16F0D7894E54C0986082644B6F4140",NULL
"MCCORMICK ELEMENTARY SCHOOL","34.192","-79.244","SC","2012","0101000020E61000000C44AA8397CF53C02DF98ED085184140",NULL
"MCDONALD ELEMENTARY SCHOOL","33.397","-79.319","SC","2012","0101000020E610000021C610A562D453C076DB2A2DC8B24040",NULL
"MCKENDREE LIFE CENTER","33.934","-81.972","SC","2012","0101000020E6100000F34F15F82F7E54C0A5E5F6819AF74040",NULL
"MCLAURIN ELEMENTARY SCHOOL","34.177","-79.744","SC","2012","0101000020E61000004F62C6CA9EEF53C086C0DBCD9D164140",NULL
"MCLEES ACADEMY OF LEADERSHIP","34.479","-82.750","SC","2012","0101000020E61000005FFF644202B054C0795E85EF583D4140",NULL
"MEADOWFIELD ELEMENTARY","33.970","-80.962","SC","2012","0101000020E6100000A0450081983D54C0B90F8AF72DFC4040",NULL
"MEADOWLAKE PARK","34.080","-80.978","SC","2012","0101000020E61000008E7EEA0E983E54C0043752B6480A4140",NULL
"MEALS ON WHEELS","34.824","-82.390","SC","2012","0101000020E6100000D908C4EBFA9854C0DE712FD571694140",NULL
"MECHANICSVILLE FIRE DEPARTMENT","34.335","-79.784","SC","2012","0101000020E6100000C489F9032FF253C0335F6FACD52A4140",NULL
"MEGGETT TOWN HALL","32.717","-80.239","SC","2012","0101000020E61000000A3C41AC480F54C0567AC8EFC85B4040",NULL
"MELLICHAMP ELEMENTARY SCHOOL","33.472","-80.857","SC","2012","0101000020E61000004847DEDEDA3654C032F504D37ABC4040",NULL
"MELROSE PARK","34.009","-81.003","SC","2012","0101000020E6100000D5647C4E304054C016E934C126014140",NULL
"MERCY","33.503","-81.706","SC","2012","0101000020E610000040B91226316D54C0E06932E36DC04040",NULL
"MERRIWETHER MIDDLE SCHOOL","33.577","-81.993","SC","2012","0101000020E61000001F5FE74B947F54C00B900D49D2C94040",NULL
"MESSIAH LUTHERAN CHURCH","34.763","-82.296","SC","2012","0101000020E6100000C32B499EEB9254C035423F53AF614140",NULL
"MIDLAND ELEMENTARY SCHOOL","34.020","-79.156","SC","2012","0101000020E61000001B5D4A02F9C953C0DE05A5C39E024140",NULL
"MIDLAND PARK PRIMARY","32.919","-80.041","SC","2012","0101000020E6100000816B38769A0254C0579E9B919C754040",NULL
"MIDLANDS TECH B & L CAMPUS","33.923","-81.516","SC","2012","0101000020E610000075F97BCE026154C008A5D4CA29F64040",NULL
"MIDWAY ELEMENTARY SCHOOL","34.351","-80.496","SC","2012","0101000020E61000002B4AAE07B81F54C02786E464E22C4140",NULL
"MIDWAY ELEMENTARY SCHOOL","34.560","-82.616","SC","2012","0101000020E61000006AE67FA86AA754C03DAFC277AC474140",NULL
"MIDWAY ELEMENTARY SCHOOL","33.986","-81.234","SC","2012","0101000020E6100000EE63BB31F34E54C06D9B98E436FE4040",NULL
"MIDWAY MISSIONARY BAPTIST CHURCH","33.690","-78.907","SC","2012","0101000020E6100000AEBDAA0E14BA53C0A8C244285BD84040",NULL
"MIDWAY VOL. FIRE DEPT.","33.519","-80.636","SC","2012","0101000020E610000062B197B7B42854C0994DDB1A6CC24040",NULL
"MILES COMMUNITY CENTER","34.188","-79.256","SC","2012","0101000020E6100000CFA8AF9D5ED053C086C377071D184140",NULL
"MILL BRANCH AME CHURCH","34.060","-79.546","SC","2012","0101000020E6100000274A4222EDE253C05B9A5B21AC074140",NULL
"MILL CREEK ELEMENTARY","33.958","-80.919","SC","2012","0101000020E610000085E1C8A8D73A54C0A497079F9CFA4040",NULL
"MILLWOOD ELEMENTARY SCHOOL","33.913","-80.384","SC","2012","0101000020E610000064897379981854C0D0550449E9F44040",NULL
"MIMS GROVE BAPTIST CHURCH","33.583","-81.914","SC","2012","0101000020E61000002856574F777A54C06FB88FDC9ACA4040",NULL
"MINER CROSBY BUILDING","32.851","-80.023","SC","2012","0101000020E610000077D1FCD6730154C04F41D9EFE46C4040",NULL
"MINI MALL","32.959","-81.238","SC","2012","0101000020E6100000E402E154354F54C0D0C7C6CDBA7A4040",NULL
"MINTURN COMMUNITY CENTER","34.513","-79.476","SC","2012","0101000020E6100000F3B85E8976DE53C080B0F8F2A7414140",NULL
"MITCHELL ELEMENTARY SCHOOL","32.795","-79.948","SC","2012","0101000020E61000006F4B3F3CA6FC53C0E0032AD2B3654040",NULL
"MITCHELL RD ELEMENTARY SCHOOL","34.876","-82.320","SC","2012","0101000020E61000000BEA5BE6749454C02882380F27704140",NULL
"MITFORD VFD","34.535","-80.943","SC","2012","0101000020E61000004CF509455F3C54C0D90528B27B444140",NULL
"MODOC FIRE DEPARTMENT","33.734","-82.208","SC","2012","0101000020E6100000A9AB96CF4D8D54C0D9E2642CE4DD4040",NULL
"MONARCH ELEMENTARY SCHOOL","34.720","-81.598","SC","2012","0101000020E61000009BA67455456654C0230A7778195C4140",NULL
"MONARCH FIRE HOUSE","34.718","-81.598","SC","2012","0101000020E610000086996CF24A6654C031676C9ED95B4140",NULL
"MONAVIEW ELEMENTARY SCHOOL","34.869","-82.437","SC","2012","0101000020E6100000F79AD486F99B54C09B2D6A41396F4140",NULL
"MONETTA COMMUNITY CENTER","33.845","-81.602","SC","2012","0101000020E6100000EC29DE6D836654C0E3DF675C38EC4040",NULL
"MONROE PICKNEY GYM","33.734","-81.095","SC","2012","0101000020E6100000CB5A54D5154654C080E89326EFDD4040",NULL
"MONTESSORI SCHOOL OF ANDERSON","34.563","-82.639","SC","2012","0101000020E6100000FA67BC63E7A854C0FE350F1604484140",NULL
"MONTMORENCI FIRST BAPTIST CHURCH","33.524","-81.634","SC","2012","0101000020E61000003879DB96926854C0A35DE04D12C34040",NULL
"MORNINGSIDE BAPTIST CHURCH","34.857","-82.313","SC","2012","0101000020E6100000AF1CC649069454C0DDF18178B86D4140",NULL
"MORNINGSIDE BAPTIST CHURCH","34.940","-81.903","SC","2012","0101000020E61000004E3D7727C47954C0B79C4B7155784140",NULL
"MORNINGSIDE MIDDLE SCHOOL","32.877","-80.001","SC","2012","0101000020E61000009A290879180054C0FA1E3F6546704040",NULL
"MORNINGSIDE OF GREENWOOD","34.215","-82.164","SC","2012","0101000020E6100000383F0FFF7A8A54C0B51E1906871B4140",NULL
"MOSS CREEK BOSTWICK PAVILLION","32.254","-80.801","SC","2012","0101000020E610000080ED60C43E3354C098DA520779204040",NULL
"MOSSY CREEK ELEMENTARY SCHOOL","33.542","-81.960","SC","2012","0101000020E6100000695611C96B7D54C07E1585025BC54040",NULL
"MOSSY OAKS ELEMENTARY SCHOOL","32.400","-80.693","SC","2012","0101000020E610000033AA679C612C54C07F315BB22A334040",NULL
"MOTLOW CRK BAPTIST CHURCH","35.088","-82.191","SC","2012","0101000020E61000009EE3ED52348C54C0A5E320D73C8B4140",NULL
"MOULTRIE MIDDLE SCHOOL","32.791","-79.872","SC","2012","0101000020E610000005FE4BADD2F753C000A2AA532F654040",NULL
"MOULTRIE PLAYGROUND","32.776","-79.942","SC","2012","0101000020E6100000A484059C4AFC53C08623A35E4B634040",NULL
"MOUNT ABLE BAPTIST CHURCH","34.660","-82.644","SC","2012","0101000020E610000036BB49673BA954C0D64C632074544140",NULL
"MOUNT CALVARY BAPTIST CHURCH","34.870","-82.420","SC","2012","0101000020E6100000176F1A91DE9A54C0C60F3A8D596F4140",NULL
"MOUNT MORIAH BAPTIST CHURCH FLC","34.941","-81.927","SC","2012","0101000020E6100000887DA76E537B54C0D660D0F874784140",NULL
"MOUNTAIN CREEK BAPTIST CHURCH","34.921","-82.358","SC","2012","0101000020E6100000325C78B9E39654C0012D4C95DE754140",NULL
"MOUNTAIN VIEW BAPTIST CHURCH","34.858","-82.808","SC","2012","0101000020E610000047A23C98B9B354C0B20D81C8C76D4140",NULL
"MOUNTAIN VIEW ELEMENTARY SCHOOL","35.031","-82.354","SC","2012","0101000020E6100000D4F9A69FA69654C03CE75DABF3834140",NULL
"MOUNTVILLE FIRE DEPARTMENT","34.364","-81.971","SC","2012","0101000020E6100000A31EA2D11D7E54C0517CC6CF902E4140",NULL
"MOUZON FIRE STATION","33.734","-79.926","SC","2012","0101000020E61000007BBDA02A4BFB53C0AFF9A70AFCDD4040",NULL
"MT BETHEL METHODIST CHURCH","34.471","-82.244","SC","2012","0101000020E61000004703780BA48F54C0AC14A7FF513C4140",NULL
"MT CALVARY PRESBY CHURCH","34.804","-81.916","SC","2012","0101000020E61000008687D5C4A77A54C0C0A3D7B0F0664140",NULL
"MT CARMEL BAPTIST CENTER","32.484","-80.957","SC","2012","0101000020E61000002517ADED373D54C00ABE69FAEC3D4040",NULL
"MT GALLANT ELEMENTARY SCHOOL","35.012","-81.062","SC","2012","0101000020E610000082734694F64354C03BCD5DA681814140",NULL
"MT HOREB UN METHODIST CHURCH","34.006","-81.269","SC","2012","0101000020E61000008347C08D395154C0038AA251CB004140",NULL
"MT LEBANON UNITED METHODIST CHURCH","34.165","-82.094","SC","2012","0101000020E6100000A884CC3A088654C06E84EA8B29154140",NULL
"MT OLIVE AME CHURCH","34.099","-80.377","SC","2012","0101000020E6100000D4974AE4271854C03CC32F50AD0C4140",NULL
"MT OLIVE COMMUNITY BUILDING","34.380","-82.154","SC","2012","0101000020E6100000EC70CF4EE18954C0F82E4A75A6304140",NULL
"MT PISGAH  ELEMENTARY SCHOOL","34.557","-80.445","SC","2012","0101000020E610000045555DD1771C54C0E4FAD23659474140",NULL
"MT PLEAS MUNICIPAL COMPLEX","32.801","-79.889","SC","2012","0101000020E6100000BDA47BE7E1F853C06E4DBA2D91664040",NULL
"MT PLEAS NATIONAL GUARD ARMORY","32.807","-79.890","SC","2012","0101000020E610000079008BFCFAF853C0E06EA4C74A674040",NULL
"MT PLEAS PARK WEST RECREATIONAL COMPLEX","32.881","-79.786","SC","2012","0101000020E61000002DCA6C9049F253C08E401768D2704040",NULL
"MT PLEASANT COMMUNITY CENTER","34.776","-82.392","SC","2012","0101000020E61000002D98535D1B9954C04735913E52634140",NULL
"MT PLEASANT WATERWORKS","32.811","-79.832","SC","2012","0101000020E610000045D84BAE3DF553C0FC61951CC1674040",NULL
"MT SINAI BAPTIST CHURCH","34.937","-82.449","SC","2012","0101000020E6100000F508DA89B79C54C0DD6E939BF2774140",NULL
"MT TABOR BAPTIST CHURCH","34.702","-82.799","SC","2012","0101000020E6100000EE7B2F1922B354C098A59D9ACB594140",NULL
"MT TRANSFIGURATION BAP CHURCH","33.550","-81.909","SC","2012","0101000020E6100000F0BE2A172A7A54C03DF0315871C64040",NULL
"MT VERNON COMMUNITY CENTER","33.955","-78.846","SC","2012","0101000020E6100000A01DCB1624B653C07FD07AF832FA4040",NULL
"MT VERNON FIRE STATION","33.699","-79.954","SC","2012","0101000020E61000002068BBF811FD53C0FED64E9484D94040",NULL
"MT ZION AME CHURCH","34.197","-79.749","SC","2012","0101000020E610000097F6178BF0EF53C033A3C45334194140",NULL
"MT ZION ELEMENTARY SCHOOL","32.677","-80.045","SC","2012","0101000020E6100000832B4597DC0254C031804B5BB7564040",NULL
"MT ZION F G BAPTIST CHURCH","34.922","-81.946","SC","2012","0101000020E61000005E86FF74837C54C0508A56EE05764140",NULL
"MT. CROGHAN TOWN HALL","34.769","-80.228","SC","2012","0101000020E610000008CD09359E0E54C003E4F0EE6D624140",NULL
"MT. PARAN CHURCH ACT. BUILDING","35.150","-81.520","SC","2012","0101000020E610000008CE740A4D6154C0AD8FE2772E934140",NULL
"MT. PISGAH BAPTIST CHURCH","34.111","-79.156","SC","2012","0101000020E61000003268322DFBC953C083088211450E4140",NULL
"MT. PLEASANT RUME CHURCH","33.655","-80.408","SC","2012","0101000020E61000004D672783231A54C0C6C1A563CED34040",NULL
"MT. PLEASANT SEACOAST CHURCH","32.841","-79.849","SC","2012","0101000020E61000005490FA464FF653C03C5E9214A26B4040",NULL
"MUDDY CREEK COMMUNITY CENTER","33.777","-79.410","SC","2012","0101000020E61000008C2551D43EDA53C04EF9C6C672E34040",NULL
"MUNICIPAL COMPLEX","34.837","-81.682","SC","2012","0101000020E61000004826F103A16B54C0942AF63C246B4140",NULL
"MURRAY LASAINE ELEMENTARY SCHOOL","32.738","-79.928","SC","2012","0101000020E6100000AB6DD45460FB53C04BCD7921785E4040",NULL
"MURRAY LASAINE ELEMENTARY SCHOOL","32.743","-79.986","SC","2012","0101000020E610000063247B841AFF53C0DBBC1699255F4040",NULL
"MURRELLS INLET COMMUNITY CENTER","33.552","-79.045","SC","2012","0101000020E610000036F39A0DE8C253C056629E95B4C64040",NULL
"MURRELLS INLET FIRE DEPARTMENT","33.555","-79.061","SC","2012","0101000020E6100000BC23BE6EECC353C0D3E92FAAFBC64040",NULL
"MURRELLS INLET/GARDEN CITY FIRE HEADQUAR","33.569","-79.026","SC","2012","0101000020E6100000EE4DC23BAFC153C0D771570ADCC84040",NULL
"MYERSVILLE","33.576","-79.185","SC","2012","0101000020E6100000B21F73AFDDCB53C0490AD1C6B6C94040",NULL
"MYRTLE BEACH FIRE STATION #6","33.723","-78.865","SC","2012","0101000020E610000027CB5A5455B753C0A8DAB80F8ADC4040",NULL
"MYRTLE TRACE CLUBHOUSE","33.778","-78.998","SC","2012","0101000020E6100000683EE76ED7BF53C0BFBA2A508BE34040",NULL
"N A COMMUNITY CENTER","33.492","-81.967","SC","2012","0101000020E6100000A89DABF7E57D54C0068F256200BF4040",NULL
"N AUGUSTA HIGH SCHOOL","33.536","-81.972","SC","2012","0101000020E6100000A1A58691397E54C0850BD4BDA9C44040",NULL
"N AUGUSTA MIDDLE SCHOOL","33.499","-81.950","SC","2012","0101000020E6100000FBA3B95FCF7C54C015A86A27EFBF4040",NULL
"N TRENHOLM BAPTIST","34.047","-80.962","SC","2012","0101000020E610000041CD3571973D54C005C078060D064140",NULL
"N. AUG. PUBLIC SAFETY","33.550","-81.957","SC","2012","0101000020E6100000C92FCDBE3C7D54C071DDDE7F75C64040",NULL
"NANCY CARSON LIBRARY","33.523","-81.953","SC","2012","0101000020E6100000703903C8F57C54C0A2E6502BF1C24040",NULL
"NATION FORD HIGH SCHOOL","35.049","-80.916","SC","2012","0101000020E610000052EA37B8993A54C0F502A21639864140",NULL
"NATIONAL GUARD ARMORY","34.191","-79.710","SC","2012","0101000020E6100000C105346C6FED53C05D0F15996F184140",NULL
"NATIONAL GUARD ARMORY","33.452","-79.568","SC","2012","0101000020E610000044204DAB57E453C000D75FC0DCB94040",NULL
"NATIONAL GUARD ARMORY","33.184","-80.030","SC","2012","0101000020E6100000CAC6DEE6E80154C09F4A17AC82974040",NULL
"NATIONAL GUARD ARMORY","33.953","-81.129","SC","2012","0101000020E6100000D8CD31C5414854C0D31742CEFBF94040",NULL
"NATIONAL GUARD ARMORY","34.130","-79.952","SC","2012","0101000020E6100000A998EF85EEFC53C0D2F58E64A0104140",NULL
"NATIONAL GUARD ARMORY","33.253","-81.360","SC","2012","0101000020E6100000FCB671D5065754C0B7BF69B05FA04040",NULL
"NATIONAL GUARD ARMORY","33.323","-79.319","SC","2012","0101000020E610000042A154B167D453C0CC67D4D74EA94040",NULL
"NEEDMORE RECREATION CENTER","34.946","-82.239","SC","2012","0101000020E6100000FCDD3B6A4C8F54C061EF0FA507794140",NULL
"NESMITH COMMUNITY CENTER","33.658","-79.516","SC","2012","0101000020E610000027C929F004E153C0910A630B41D44040",NULL
"NEVITT FOREST COMMUNITY SCHOOL","34.493","-82.603","SC","2012","0101000020E6100000D39FA28F9EA654C0F9484A7A183F4140",NULL
"NEW COVENANT CHURCH COMMUNITY HALL","34.278","-81.604","SC","2012","0101000020E6100000718E3A3AAE6654C0FAE648788C234140",NULL
"NEW ELLEN. MIDDLE SCHOOL","33.400","-81.686","SC","2012","0101000020E6100000A5F21BCBE06B54C023C044172FB34040",NULL
"NEW ELLENTON COMMUNITY CENTER","33.420","-81.684","SC","2012","0101000020E61000009C3C1BA8C26B54C02A920ABEC4B54040",NULL
"NEW FOUNDATION BAPTIST CHURCH","34.859","-82.583","SC","2012","0101000020E6100000ACE3F8A152A554C00661133E006E4140",NULL
"NEW GREATER GORDON AME CHURCH","33.546","-79.077","SC","2012","0101000020E6100000C4060B27E9C453C057DC6E38E2C54040",NULL
"NEW HARVEST CHURCH OF GOD","35.098","-81.656","SC","2012","0101000020E6100000605628D2FD6954C076A6D0798D8C4140",NULL
"NEW HEIGHTS BAPTIST CHURCH","34.077","-81.128","SC","2012","0101000020E61000008ADC1D63384854C076A565A4DE094140",NULL
"NEW HERITAGE CHURCH","33.998","-81.127","SC","2012","0101000020E610000005FA449E244854C0AD1402B9C4FF4040",NULL
"NEW HOLLAND BAPTIST CHURCH","33.695","-81.490","SC","2012","0101000020E6100000E456F77E595F54C0F7A864A5EED84040",NULL
"NEW HOME # 1 BAPTIST CHURCH","33.954","-78.928","SC","2012","0101000020E6100000AC2EF1915EBB53C04048BB760EFA4040",NULL
"NEW HOME AME ZION CHURCH","35.046","-81.144","SC","2012","0101000020E6100000C75FFF1A354954C06C4BD356DB854140",NULL
"NEW HOPE BAPTIST CHURCH","34.294","-80.621","SC","2012","0101000020E610000077853E58C62754C03C670B08AD254140",NULL
"NEW HOPE BAPTIST CHURCH","34.768","-82.954","SC","2012","0101000020E61000002FB5EF9B0CBD54C00C3444BA44624140",NULL
"NEW HOPE BAPTIST CHURCH","34.621","-80.762","SC","2012","0101000020E610000010C2ED1ABE3054C08CF84ECC7A4F4140",NULL
"NEW HOPE COMMUNITY CENTER","33.107","-80.189","SC","2012","0101000020E61000000397C79A110C54C09656E828AC8D4040",NULL
"NEW LIBERTY BAPTIST CHURCH","35.039","-82.427","SC","2012","0101000020E6100000A1197A7A5B9B54C0F89D70C0F8844140",NULL
"NEW NATIONAL GUARD ARMORY","34.320","-81.571","SC","2012","0101000020E61000008EEED6E88B6454C0933A5C06F7284140",NULL
"NEW NORTHSIDE MIDDLE SCHOOL","34.243","-82.191","SC","2012","0101000020E61000008871EDFA3B8C54C0F48B12F4171F4140",NULL
"NEW PLEASANT BAPTIST ACT CEN","35.122","-81.808","SC","2012","0101000020E61000001924D813B87354C0FBC7E7BA958F4140",NULL
"NEW PROSPECT BAPTIST CHURCH","34.445","-82.050","SC","2012","0101000020E6100000A4EE14BC328354C03920AE4104394140",NULL
"NEW PROSPECT CHURCH FELLOW BL","34.517","-82.739","SC","2012","0101000020E61000007007EA9447AF54C0BFBB95253A424140",NULL
"NEW PROSPECT ELEMENTARY SCHOOL","34.507","-82.704","SC","2012","0101000020E6100000EAF29CE312AD54C0CCB8A981E6404140",NULL
"NEW PROVIDENCE ELEMENTARY SCHOOL","34.010","-81.265","SC","2012","0101000020E61000000DD1329CFC5054C0E2DC706946014140",NULL
"NEW WALLACE SCHOOL GYMNASIUM","34.717","-79.836","SC","2012","0101000020E61000000EF1B4A187F553C0DE03745FCE5B4140",NULL
"NEW ZION AME CHURCH","34.146","-80.210","SC","2012","0101000020E6100000A40C665D6D0D54C0C9570229B1124140",NULL
"NEWBERRY COURTHOUSE ANNEX","34.276","-81.620","SC","2012","0101000020E6100000C9B32671B16754C019EB76514F234140",NULL
"NEWBERRY HOUS AUTHRTY/CLARA WERTZ GYM","34.298","-81.632","SC","2012","0101000020E6100000C7C5072C6F6854C0C9343FA319264140",NULL
"NEWINGTON ELEMENTARY","32.988","-80.207","SC","2012","0101000020E61000005C2BEB483F0D54C0734BAB21717E4040",NULL
"NEWPORT FIRE DEPARTMENT","34.990","-81.097","SC","2012","0101000020E6100000E578AAE8344654C09CEE867EB77E4140",NULL
"NEWRY CHURCH OF GOD","34.718","-82.921","SC","2012","0101000020E61000009B9BCAFDE9BA54C05B70500CDA5B4140",NULL
"NICHOLS TOWN HALL","34.227","-79.152","SC","2012","0101000020E610000086D569EEB2C953C0C44F2D6C171D4140",NULL
"NINE FORKS BAPTIST CHURCH","34.956","-82.560","SC","2012","0101000020E61000008E49905BDDA354C0C849BC97567A4140",NULL
"NINETY SIX DEPOT","34.175","-82.024","SC","2012","0101000020E610000082548A1D8D8154C07D9983FB5C164140",NULL
"NIX ELEMENTARY SCHOOL","33.516","-80.842","SC","2012","0101000020E61000007DCA3159DC3554C0ADC266800BC24040",NULL
"NIXVILLE FIRE DEPARTMENT","32.743","-81.152","SC","2012","0101000020E61000008EBBF726BC4954C0E8E390C3165F4040",NULL
"NMB COMMUNITY CENTER","33.818","-78.699","SC","2012","0101000020E61000004729D7CABAAC53C0E260CA1BBBE84040",NULL
"NMB FIRE STATION # 5","33.807","-78.746","SC","2012","0101000020E61000003910EDBEBEAF53C0890D710745E74040",NULL
"NMB HIGH SCHOOL","33.862","-78.665","SC","2012","0101000020E6100000A9763C1C93AA53C0B09A9DFB61EE4040",NULL
"NMB MIDDLE SCHOOL","33.852","-78.680","SC","2012","0101000020E61000002547F07588AB53C0EF891AF109ED4040",NULL
"NORRIS TOWN HALL","34.760","-82.754","SC","2012","0101000020E6100000007D11233AB054C03A08951348614140",NULL
"NORTH CHAS ELEMENTARY SCHOOL","32.885","-79.983","SC","2012","0101000020E6100000B38DE497E6FE53C06E68CA4E3F714040",NULL
"NORTH CHAS HIGH SCHOOL","32.881","-79.979","SC","2012","0101000020E6100000DA745F29A6FE53C0BFA48C13BA704040",NULL
